sequence,run_priority,chapter,query,scope_naid,scope_label,scout_search_url,catalog_search_url,existing_file_unit_leads_in_chapter,high_priority_file_unit_leads_in_chapter,chapter_readiness_band,chapter_readiness_score,top_chapter_risk,target_record_types,why_run_this_query,dedupe_note,harvester_command,capture_result_count,capture_top_naids,capture_item_level_hits,capture_child_item_urls,capture_dates_or_date_spans,capture_source_paths,capture_candidates_promoted,capture_context_only_leads,disposition,compiler_notes
376,High,Chemical and Biological Weapons,Chemical Weapons Convention,7388842,NSC Speechwriting Office,https://therealjameswilson.github.io/nara-scout/?q=Chemical%20Weapons%20Convention,https://catalog.archives.gov/search?q=Chemical%20Weapons%20Convention&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Chemical, Weapons, Convention",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
377,High,Chemical and Biological Weapons,UNSCOM chemical weapons,7388842,NSC Speechwriting Office,https://therealjameswilson.github.io/nara-scout/?q=UNSCOM%20chemical%20weapons,https://catalog.archives.gov/search?q=UNSCOM%20chemical%20weapons&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets UNSCOM, chemical, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
378,High,Chemical and Biological Weapons,Aum Shinrikyo,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Aum%20Shinrikyo,https://catalog.archives.gov/search?q=Aum%20Shinrikyo&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Shinrikyo",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
379,High,Chemical and Biological Weapons,Australia Group,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Australia%20Group,https://catalog.archives.gov/search?q=Australia%20Group&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Australia, Group",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
380,High,Chemical and Biological Weapons,Biological Weapons Convention,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Biological%20Weapons%20Convention,https://catalog.archives.gov/search?q=Biological%20Weapons%20Convention&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Biological, Weapons, Convention",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
381,High,Chemical and Biological Weapons,CBW terrorism,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=CBW%20terrorism,https://catalog.archives.gov/search?q=CBW%20terrorism&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets terrorism",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
382,High,Chemical and Biological Weapons,chemical biological weapons,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=chemical%20biological%20weapons,https://catalog.archives.gov/search?q=chemical%20biological%20weapons&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets chemical, biological, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
383,High,Chemical and Biological Weapons,Chemical Weapons Convention,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Chemical%20Weapons%20Convention,https://catalog.archives.gov/search?q=Chemical%20Weapons%20Convention&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Chemical, Weapons, Convention",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
384,High,Chemical and Biological Weapons,UNSCOM chemical weapons,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=UNSCOM%20chemical%20weapons,https://catalog.archives.gov/search?q=UNSCOM%20chemical%20weapons&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets UNSCOM, chemical, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
385,High,Chemical and Biological Weapons,Aum Shinrikyo,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Aum%20Shinrikyo,https://catalog.archives.gov/search?q=Aum%20Shinrikyo&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Shinrikyo",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
386,High,Chemical and Biological Weapons,Australia Group,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Australia%20Group,https://catalog.archives.gov/search?q=Australia%20Group&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Australia, Group",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
387,High,Chemical and Biological Weapons,Biological Weapons Convention,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Biological%20Weapons%20Convention,https://catalog.archives.gov/search?q=Biological%20Weapons%20Convention&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Biological, Weapons, Convention",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
388,High,Chemical and Biological Weapons,CBW terrorism,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=CBW%20terrorism,https://catalog.archives.gov/search?q=CBW%20terrorism&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets terrorism",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
389,High,Chemical and Biological Weapons,chemical biological weapons,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=chemical%20biological%20weapons,https://catalog.archives.gov/search?q=chemical%20biological%20weapons&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets chemical, biological, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
390,High,Chemical and Biological Weapons,Chemical Weapons Convention,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Chemical%20Weapons%20Convention,https://catalog.archives.gov/search?q=Chemical%20Weapons%20Convention&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Chemical, Weapons, Convention",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
391,High,Chemical and Biological Weapons,UNSCOM chemical weapons,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=UNSCOM%20chemical%20weapons,https://catalog.archives.gov/search?q=UNSCOM%20chemical%20weapons&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets UNSCOM, chemical, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
392,High,Chemical and Biological Weapons,Aum Shinrikyo,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=Aum%20Shinrikyo,https://catalog.archives.gov/search?q=Aum%20Shinrikyo&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Shinrikyo",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
393,High,Chemical and Biological Weapons,Australia Group,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=Australia%20Group,https://catalog.archives.gov/search?q=Australia%20Group&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Australia, Group",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
394,High,Chemical and Biological Weapons,Biological Weapons Convention,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=Biological%20Weapons%20Convention,https://catalog.archives.gov/search?q=Biological%20Weapons%20Convention&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Biological, Weapons, Convention",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
395,High,Chemical and Biological Weapons,CBW terrorism,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=CBW%20terrorism,https://catalog.archives.gov/search?q=CBW%20terrorism&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets terrorism",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
396,High,Chemical and Biological Weapons,chemical biological weapons,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=chemical%20biological%20weapons,https://catalog.archives.gov/search?q=chemical%20biological%20weapons&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets chemical, biological, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
397,High,Chemical and Biological Weapons,Chemical Weapons Convention,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=Chemical%20Weapons%20Convention,https://catalog.archives.gov/search?q=Chemical%20Weapons%20Convention&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets Chemical, Weapons, Convention",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
398,High,Chemical and Biological Weapons,UNSCOM chemical weapons,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=UNSCOM%20chemical%20weapons,https://catalog.archives.gov/search?q=UNSCOM%20chemical%20weapons&collectionIdentifier=WJC*,2,1,Discovery first,11,"High: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files",CWC/BWC treaty file; Senate ratification strategy; ACDA/State implementation record; CBW threat file,"chapter has 2 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Expand CBW into CWC ratification, BWC strengthening, and NSC staff files; query targets UNSCOM, chemical, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
399,High,Conventional Arms and Landmines,anti-personnel landmine,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=anti-personnel%20landmine,https://catalog.archives.gov/search?q=anti-personnel%20landmine&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets anti-personnel, landmine",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
400,High,Conventional Arms and Landmines,arms transfers,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=arms%20transfers,https://catalog.archives.gov/search?q=arms%20transfers&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets arms, transfers",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
401,High,Conventional Arms and Landmines,Convention on Certain Conventional Weapons,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=Convention%20on%20Certain%20Conventional%20Weapons,https://catalog.archives.gov/search?q=Convention%20on%20Certain%20Conventional%20Weapons&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets Convention, Certain, Conventional, Weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
402,High,Conventional Arms and Landmines,conventional arms,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=conventional%20arms,https://catalog.archives.gov/search?q=conventional%20arms&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets conventional, arms",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
403,High,Conventional Arms and Landmines,export controls conventional,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=export%20controls%20conventional,https://catalog.archives.gov/search?q=export%20controls%20conventional&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets export, controls, conventional",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
404,High,Conventional Arms and Landmines,landmine control regime,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=landmine%20control%20regime,https://catalog.archives.gov/search?q=landmine%20control%20regime&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets landmine, control, regime",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
405,High,Conventional Arms and Landmines,landmines,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=landmines,https://catalog.archives.gov/search?q=landmines&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets landmines,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
406,High,Conventional Arms and Landmines,PDD-34,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=PDD-34,https://catalog.archives.gov/search?q=PDD-34&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,Presidential decision directive file; PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets PDD-34,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
407,High,Conventional Arms and Landmines,PDD-48,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=PDD-48,https://catalog.archives.gov/search?q=PDD-48&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,Presidential decision directive file; PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets PDD-48,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
408,High,Conventional Arms and Landmines,Protocol II,7386504,NSC Defense Policy and Arms Control Office,https://therealjameswilson.github.io/nara-scout/?q=Protocol%20II,https://catalog.archives.gov/search?q=Protocol%20II&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets Protocol,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
409,High,Conventional Arms and Landmines,anti-personnel landmine,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=anti-personnel%20landmine,https://catalog.archives.gov/search?q=anti-personnel%20landmine&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets anti-personnel, landmine",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
410,High,Conventional Arms and Landmines,arms transfers,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=arms%20transfers,https://catalog.archives.gov/search?q=arms%20transfers&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets arms, transfers",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
